case_id,cnr_number,district,court_type,case_type,case_subtype,acts_and_sections,case_status,filed_date,last_hearing_date,petitioner_status,number_of_petitioners,number_of_respondents,petitioner_has_legal_aid,is_government_litigant,judge_id,judge_efficiency_score,evidence_complexity_score,is_bailable,fir_number,undertrial_duration_months,dispute_value_inr,is_commercial_dispute,case_age_days,adjournments_count,priority_score
CASE20250107,KA9901-786124-2016,Motihari,District Court,Civil,Land Dispute,Civil Procedure Code,Evidence,24-02-2020,22-07-2021,Normal,4,6,FALSE,FALSE,JUDGE-8,1.203428678,3,,,0,2937112,FALSE,2056,30,24.58
CASE20250108,KA8308-853714-2010,Mahbubnagar,District Court,Commercial,Insolvency,"Companies Act, 2013",Summons,19-05-2011,15-06-2012,Normal,1,7,FALSE,FALSE,JUDGE-12,0.640932752,1,,,0,20375012,TRUE,5259,50,55.12
CASE20250109,KA7306-401268-2022,Kota,District Court,Civil,Land Dispute,Civil Procedure Code,Evidence,01-09-2025,15-10-2025,Normal,1,3,FALSE,TRUE,JUDGE-12,0.640932752,1,,,0,2682620,FALSE,40,35,16.27
CASE20250110,KA4408-597224-2014,Anantapuram,District Court,Criminal,Dowry,POCSO Act,Pleadings,02-11-2010,18-06-2012,Undertrial,5,5,FALSE,FALSE,JUDGE-13,1.153669741,8,Non-Bailable,FIR-414/2025,94,,FALSE,5457,49,88.7
CASE20250111,KA5401-723960-2010,Ranchi,District Court,Criminal,Assault,IPC 302,Evidence,24-07-2025,01-03-2027,Senior Citizen,4,5,FALSE,FALSE,JUDGE-19,1.403128866,6,Non-Bailable,FIR-428/2025,0,,FALSE,79,4,29.74
CASE20250112,KA3202-256774-2018,Indore,District Court,Criminal,Theft,NDPS Act,Summons,05-01-2025,05-07-2025,Senior Citizen,5,4,FALSE,TRUE,JUDGE-11,0.648393063,9,Bailable,FIR-719/2025,0,,FALSE,279,54,41.41
CASE20250113,KA5405-393390-2022,Tiruppur,District Court,Commercial,Insolvency,"Companies Act, 2013",Evidence,31-07-2020,30-09-2020,Normal,2,2,FALSE,FALSE,JUDGE-1,0.940730844,6,,,0,41447688,TRUE,1898,11,34.3
CASE20250114,KA3002-535224-2019,Gurgaon,District Court,Criminal,Assault,IPC 420,Arguments,28-11-2015,28-12-2015,Normal,2,1,TRUE,FALSE,JUDGE-13,1.153669741,1,Bailable,FIR-657/2025,0,,FALSE,3605,39,36.89
CASE20250115,KA7401-864243-2013,Dehradun,High Court,Criminal,Dowry,IPC 302,Evidence,23-09-2022,11-11-2022,Woman/Child,2,5,FALSE,FALSE,JUDGE-5,1.277799327,2,Non-Bailable,FIR-306/2025,0,,FALSE,1114,66,48.63
CASE20250116,KA9102-246710-2021,Junagadh,High Court,Criminal,Theft,NDPS Act,Arguments,22-06-2017,28-06-2018,Corporation,3,6,FALSE,FALSE,JUDGE-10,0.874007546,7,Non-Bailable,FIR-292/2025,0,,FALSE,3033,31,43.57
CASE20250117,KA3208-636745-2013,Dhule,District Court,Civil,Contract Breach,Civil Procedure Code,Summons,10-05-2016,27-09-2017,Senior Citizen,1,6,TRUE,FALSE,JUDGE-15,0.60039864,2,,,0,1753735,FALSE,3441,36,50.37
CASE20250118,KA7606-430401-2013,Secunderabad,District Court,Civil,Land Dispute,Civil Procedure Code,Evidence,07-10-2017,07-01-2019,Corporation,1,2,FALSE,FALSE,JUDGE-7,1.023783949,9,,,0,3984749,FALSE,2926,12,28.14
CASE20250119,KA9301-806584-2018,Dibrugarh,District Court,Civil,Tort Claim,Civil Procedure Code,Evidence,18-05-2011,08-11-2011,Normal,5,6,FALSE,FALSE,JUDGE-16,0.919818682,1,,,0,1854581,FALSE,5260,60,40.5
CASE20250120,KA3303-199477-2015,Suryapet,District Court,Criminal,Fraud,NDPS Act,Arguments,12-05-2025,23-05-2026,Normal,4,7,TRUE,FALSE,JUDGE-2,1.372803497,8,Non-Bailable,FIR-160/2025,0,,FALSE,152,6,16.84
CASE20250121,KA7402-652155-2018,Gandhidham,District Court,Criminal,Dowry,IPC 302,Evidence,21-11-2020,06-06-2021,Normal,1,1,FALSE,FALSE,JUDGE-1,0.940730844,7,Bailable,FIR-549/2025,0,,FALSE,1785,31,25.03
CASE20250122,KA4409-982440-2024,Giridih,High Court,Criminal,Fraud,POCSO Act,Evidence,01-03-2025,21-11-2026,Normal,1,5,FALSE,TRUE,JUDGE-11,0.648393063,6,Non-Bailable,FIR-837/2025,0,,FALSE,224,24,26.73
CASE20250123,KA3805-206704-2021,Faridabad,Magistrate Court,Criminal,Theft,NDPS Act,Evidence,24-05-2023,01-04-2025,Senior Citizen,4,6,FALSE,FALSE,JUDGE-19,1.403128866,8,Bailable,FIR-936/2025,0,,FALSE,871,68,39.97
CASE20250124,KA1101-802516-2017,Sasaram,District Court,Criminal,Fraud,NDPS Act,Summons,03-07-2016,29-11-2016,Normal,1,2,FALSE,TRUE,JUDGE-18,0.982453115,5,Non-Bailable,FIR-224/2025,0,,FALSE,3387,25,48.2
CASE20250125,KA1609-715932-2014,Alappuzha,District Court,Civil,Tort Claim,Civil Procedure Code,Arguments,13-11-2017,21-05-2018,Normal,1,5,FALSE,FALSE,JUDGE-9,0.857957551,3,,,0,1686443,FALSE,2889,21,27.59
CASE20250126,KA9208-801619-2011,Madhyamgram,District Court,Criminal,Cybercrime,POCSO Act,Summons,11-09-2011,03-01-2013,Woman/Child,1,1,FALSE,FALSE,JUDGE-7,1.023783949,3,Bailable,FIR-639/2025,0,,FALSE,5144,72,56.5
CASE20250127,KA6709-955965-2015,Shimla,District Court,Civil,Land Dispute,Civil Procedure Code,Summons,18-06-2015,11-03-2017,Corporation,3,3,TRUE,FALSE,JUDGE-6,0.824435775,5,,,0,3707850,FALSE,3768,4,28.7
CASE20250128,KA2201-271740-2013,Purnia,Magistrate Court,Criminal,Theft,POCSO Act,Pleadings,17-12-2023,16-03-2025,Woman/Child,5,6,FALSE,FALSE,JUDGE-10,0.874007546,7,Bailable,FIR-631/2025,0,,FALSE,664,42,35.65
CASE20250129,KA4406-998977-2014,Satara,District Court,Civil,Contract Breach,Civil Procedure Code,Summons,31-03-2020,28-11-2020,Normal,4,3,FALSE,TRUE,JUDGE-13,1.153669741,7,,,0,1654758,FALSE,2020,63,37.34
CASE20250130,KA1102-100457-2020,Chandrapur,District Court,Family,Maintenance,Civil Procedure Code,Summons,17-11-2013,14-01-2015,Normal,2,3,FALSE,FALSE,JUDGE-4,0.735865936,10,,,0,0,FALSE,4346,31,39.3
CASE20250131,KA6902-943056-2019,Motihari,District Court,Criminal,Dowry,IPC 302,Summons,29-10-2013,22-09-2014,Normal,1,3,TRUE,TRUE,JUDGE-19,1.403128866,3,Bailable,FIR-582/2025,0,,FALSE,4365,26,39.3
CASE20250132,KA4404-472371-2023,Bokaro,District Court,Criminal,Fraud,IPC 420,Evidence,26-01-2015,12-09-2015,Senior Citizen,4,4,TRUE,FALSE,JUDGE-4,0.735865936,1,Non-Bailable,FIR-934/2025,0,,FALSE,3911,43,63.4
CASE20250133,KA8909-842503-2015,Siwan,District Court,Criminal,Dowry,IPC 420,Evidence,18-06-2025,25-09-2025,Undertrial,5,2,FALSE,FALSE,JUDGE-12,0.640932752,1,Bailable,FIR-244/2025,2,,FALSE,115,7,29.22
CASE20250134,KA8902-819467-2023,Agartala,Magistrate Court,Family,Child Custody,Civil Procedure Code,Pleadings,19-08-2011,15-06-2012,Normal,2,5,TRUE,FALSE,JUDGE-10,0.874007546,7,,,0,0,FALSE,5167,16,33.3
CASE20250135,KA6105-468109-2023,Muzaffarnagar,Magistrate Court,Criminal,Assault,IPC 302,Evidence,10-05-2025,13-02-2026,Woman/Child,4,4,FALSE,FALSE,JUDGE-4,0.735865936,1,Non-Bailable,FIR-167/2025,0,,FALSE,154,71,41.55
CASE20250136,KA6206-618516-2017,Gulbarga,District Court,Criminal,Dowry,IPC 302,Evidence,24-05-2022,10-05-2024,Normal,4,6,FALSE,TRUE,JUDGE-1,0.940730844,9,Non-Bailable,FIR-422/2025,0,,FALSE,1236,24,35.17
CASE20250137,KA3708-243654-2015,Pali,District Court,Property,Inheritance,Civil Procedure Code,Evidence,21-09-2018,26-05-2019,Normal,2,1,FALSE,TRUE,JUDGE-4,0.735865936,9,,,0,779560,FALSE,2577,39,38.85
CASE20250138,KA1304-690122-2013,Yamunanagar,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Arguments,24-10-2023,17-03-2024,Corporation,4,4,FALSE,FALSE,JUDGE-15,0.60039864,1,,,0,92938354,TRUE,718,74,35.42
CASE20250139,KA6404-717697-2022,Jalandhar,District Court,Civil,Contract Breach,Civil Procedure Code,Order Pending,01-10-2015,05-11-2015,Normal,3,4,FALSE,FALSE,JUDGE-5,1.277799327,8,,,0,1550992,FALSE,3663,37,40.1
CASE20250140,KA6403-752669-2019,Jehanabad,District Court,Criminal,Dowry,POCSO Act,Arguments,06-09-2013,14-06-2014,Normal,5,2,TRUE,TRUE,JUDGE-5,1.277799327,5,Bailable,FIR-158/2025,0,,FALSE,4418,28,40.9
CASE20250141,KA4107-742759-2015,Parbhani,District Court,Civil,Tort Claim,Civil Procedure Code,Pleadings,01-11-2012,08-04-2014,Normal,4,4,FALSE,FALSE,JUDGE-4,0.735865936,2,,,0,748791,FALSE,4727,30,35
CASE20250142,KA1805-963050-2014,Vasai-Virar,Magistrate Court,Criminal,Cybercrime,IPC 302,Evidence,11-01-2022,02-03-2022,Normal,1,3,FALSE,FALSE,JUDGE-2,1.372803497,8,Bailable,FIR-771/2025,0,,FALSE,1369,48,27.78
CASE20250143,KA5404-490760-2019,Bidhannagar,District Court,Civil,Land Dispute,Civil Procedure Code,Arguments,01-11-2016,25-09-2018,Normal,4,2,TRUE,TRUE,JUDGE-17,1.392299379,10,,,0,2627328,FALSE,3266,63,47.37
CASE20250144,KA5809-460395-2017,Rourkela,District Court,Property,Partition Suit,Civil Procedure Code,Evidence,16-12-2010,23-10-2012,Normal,1,6,FALSE,FALSE,JUDGE-11,0.648393063,10,,,0,3190910,FALSE,5413,71,45
CASE20250145,KA8504-218210-2013,Ambarnath,District Court,Family,Maintenance,Civil Procedure Code,Summons,18-05-2011,26-07-2011,Normal,3,4,FALSE,TRUE,JUDGE-9,0.857957551,1,,,0,0,FALSE,5260,17,35.6
CASE20250146,KA5307-256273-2022,Noida,District Court,Criminal,Assault,NDPS Act,Arguments,08-06-2011,21-07-2011,Normal,1,3,FALSE,FALSE,JUDGE-11,0.648393063,5,Non-Bailable,FIR-386/2025,0,,FALSE,5239,20,43.5
CASE20250147,KA2307-696199-2015,Siliguri,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Summons,02-07-2013,28-08-2013,Senior Citizen,5,2,FALSE,FALSE,JUDGE-11,0.648393063,9,,,0,91086239,TRUE,4484,34,69.7
CASE20250148,KA8702-872248-2021,Dehri,District Court,Criminal,Assault,IPC 302,Evidence,04-02-2021,28-10-2021,Normal,5,1,FALSE,TRUE,JUDGE-16,0.919818682,10,Non-Bailable,FIR-961/2025,0,,FALSE,1710,35,42.21
CASE20250149,KA8307-788359-2021,Ahmednagar,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Arguments,24-09-2020,29-10-2020,Normal,3,2,FALSE,FALSE,JUDGE-17,1.392299379,9,,,0,71197417,TRUE,1843,34,42.32
CASE20250150,KA7806-658241-2013,Udaipur,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Order Pending,04-09-2022,02-06-2023,Normal,4,6,FALSE,FALSE,JUDGE-11,0.648393063,4,,,0,22361246,TRUE,1133,69,39.46
CASE20250151,KA8208-600076-2014,Kalyan-Dombivli,District Court,Criminal,Assault,IPC 302,Summons,27-07-2021,23-03-2023,Undertrial,5,4,FALSE,FALSE,JUDGE-8,1.203428678,6,Bailable,FIR-780/2025,14,,FALSE,1537,38,55.76
CASE20250152,KA2608-527700-2023,Eluru,High Court,Family,Maintenance,Civil Procedure Code,Evidence,29-02-2012,03-12-2012,Normal,4,1,FALSE,TRUE,JUDGE-9,0.857957551,10,,,0,0,FALSE,4973,32,44.6
CASE20250153,KA5607-889171-2022,Kolhapur,High Court,Civil,Contract Breach,Civil Procedure Code,Arguments,11-12-2023,05-09-2025,Normal,5,2,TRUE,FALSE,JUDGE-12,0.640932752,10,,,0,4366754,FALSE,670,44,22.79
CASE20250154,KA5609-585896-2018,Thane,District Court,Civil,Tort Claim,Civil Procedure Code,Evidence,25-12-2016,15-06-2017,Normal,5,7,FALSE,TRUE,JUDGE-9,0.857957551,4,,,0,1601278,FALSE,3212,13,32.9
CASE20250155,KA2003-444313-2013,Muzaffarnagar,District Court,Criminal,Theft,POCSO Act,Summons,18-05-2016,07-11-2017,Normal,3,6,FALSE,FALSE,JUDGE-19,1.403128866,6,Bailable,FIR-983/2025,0,,FALSE,3433,23,33.41
CASE20250156,KA9705-467933-2010,Tadipatri,District Court,Civil,Land Dispute,Civil Procedure Code,Pleadings,15-03-2013,22-08-2014,Corporation,4,6,TRUE,TRUE,JUDGE-12,0.640932752,9,,,0,1932867,FALSE,4593,27,42.6
CASE20250157,KA6403-457994-2010,Karawal Nagar,District Court,Commercial,Insolvency,"Companies Act, 2013",Order Pending,18-06-2020,11-02-2021,Normal,4,6,FALSE,FALSE,JUDGE-6,0.824435775,1,,,0,74142482,TRUE,1941,45,42.29
CASE20250158,KA3904-975339-2024,Dewas,District Court,Criminal,Theft,IPC 420,Evidence,14-04-2018,13-02-2020,Undertrial,1,4,FALSE,FALSE,JUDGE-6,0.824435775,3,Bailable,FIR-212/2025,52,,FALSE,2737,63,70.25
CASE20250159,KA3407-285912-2021,Kanpur,District Court,Criminal,Theft,NDPS Act,Arguments,05-08-2024,01-02-2025,Normal,2,7,FALSE,FALSE,JUDGE-14,1.482045073,7,Bailable,FIR-264/2025,0,,FALSE,432,62,21.46
CASE20250160,KA1809-236673-2023,Jehanabad,District Court,Criminal,Theft,IPC 302,Summons,03-12-2018,25-05-2020,Normal,1,4,FALSE,FALSE,JUDGE-14,1.482045073,9,Bailable,FIR-122/2025,0,,FALSE,2504,30,30.65
CASE20250161,KA2502-970959-2012,Munger,District Court,Criminal,Dowry,NDPS Act,Evidence,30-11-2015,23-04-2017,Normal,2,7,FALSE,TRUE,JUDGE-10,0.874007546,1,Non-Bailable,FIR-718/2025,0,,FALSE,3603,21,46.48
CASE20250162,KA1103-975942-2013,Chittoor,District Court,Criminal,Theft,POCSO Act,Summons,23-07-2022,11-08-2023,Senior Citizen,3,4,FALSE,FALSE,JUDGE-8,1.203428678,3,Non-Bailable,FIR-309/2025,0,,FALSE,1176,67,49.55
CASE20250163,KA2603-758884-2011,Gandhinagar,High Court,Property,Inheritance,Civil Procedure Code,Summons,21-07-2018,23-12-2018,Undertrial,2,1,FALSE,FALSE,JUDGE-5,1.277799327,5,,,0,3584593,FALSE,2639,59,60.58
CASE20250164,KA3001-509599-2015,Tezpur,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Summons,16-09-2013,19-07-2015,Normal,5,7,FALSE,FALSE,JUDGE-1,0.940730844,9,,,0,81915146,TRUE,4408,17,49.6
CASE20250165,KA6009-260441-2017,Sonipat,District Court,Civil,Eviction,Civil Procedure Code,Evidence,08-08-2020,18-07-2022,Normal,1,5,FALSE,FALSE,JUDGE-19,1.403128866,9,,,0,3757791,FALSE,1890,74,32.45
CASE20250166,KA3303-839352-2022,Pudukkottai,High Court,Civil,Contract Breach,Civil Procedure Code,Arguments,08-12-2014,22-04-2015,Corporation,2,4,FALSE,FALSE,JUDGE-18,0.982453115,1,,,0,1296022,FALSE,3960,41,37.8
CASE20250167,KA1907-338629-2010,Indore,High Court,Criminal,Theft,IPC 302,Pleadings,12-02-2021,18-05-2022,Normal,1,5,FALSE,FALSE,JUDGE-7,1.023783949,6,Bailable,FIR-698/2025,0,,FALSE,1702,57,29.66
CASE20250168,KA1801-388889-2024,Mysore,Magistrate Court,Criminal,Cybercrime,NDPS Act,Pleadings,23-06-2021,15-12-2021,Normal,4,3,FALSE,FALSE,JUDGE-7,1.023783949,3,Non-Bailable,FIR-25/2025,0,,FALSE,1571,65,37.26
CASE20250169,KA3307-707859-2024,Pudukkottai,Magistrate Court,Family,Divorce,Civil Procedure Code,Evidence,02-02-2015,30-11-2016,Normal,4,4,TRUE,FALSE,JUDGE-3,1.394636182,1,,,0,0,FALSE,3904,38,36.9
CASE20250170,KA5704-481781-2015,North Dumdum,District Court,Criminal,Cybercrime,NDPS Act,Evidence,22-07-2016,11-07-2017,Senior Citizen,5,4,FALSE,FALSE,JUDGE-16,0.919818682,1,Bailable,FIR-956/2025,0,,FALSE,3368,15,43.07
CASE20250171,KA3006-177351-2022,Tezpur,Magistrate Court,Commercial,Intellectual Property,"Companies Act, 2013",Pleadings,06-09-2013,21-07-2014,Normal,1,1,TRUE,FALSE,JUDGE-12,0.640932752,3,,,0,14834594,TRUE,4418,48,55.24
CASE20250172,KA9907-844248-2015,Durgapur,District Court,Property,Partition Suit,Civil Procedure Code,Summons,02-05-2017,05-09-2018,Woman/Child,5,6,TRUE,TRUE,JUDGE-14,1.482045073,5,,,0,2369482,FALSE,3084,20,49.62
CASE20250173,KA3509-995357-2020,Mangalore,District Court,Commercial,Insolvency,"Companies Act, 2013",Order Pending,28-07-2018,06-03-2019,Normal,3,6,FALSE,FALSE,JUDGE-8,1.203428678,8,,,0,40238142,TRUE,2632,24,44.23
CASE20250174,KA4507-166962-2015,Katihar,High Court,Civil,Land Dispute,Civil Procedure Code,Evidence,04-11-2017,22-02-2018,Normal,5,2,FALSE,FALSE,JUDGE-9,0.857957551,10,,,0,1468619,FALSE,2898,74,39.85
CASE20250175,KA7108-227722-2019,Gopalpur,District Court,Criminal,Theft,IPC 302,Summons,01-09-2021,02-10-2022,Normal,2,2,FALSE,FALSE,JUDGE-16,0.919818682,10,Non-Bailable,FIR-487/2025,0,,FALSE,1501,7,27.38
CASE20250176,KA7409-327537-2012,Ahmednagar,District Court,Criminal,Fraud,IPC 302,Summons,20-09-2016,25-07-2018,Normal,4,4,FALSE,TRUE,JUDGE-18,0.982453115,3,Bailable,FIR-267/2025,0,,FALSE,3308,51,44.16
CASE20250177,KA1506-803852-2023,Srikakulam,High Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Order Pending,24-01-2025,27-02-2025,Normal,3,7,TRUE,FALSE,JUDGE-7,1.023783949,5,,,0,74131493,TRUE,260,12,22.88
CASE20250178,KA5907-487427-2016,Aizawl,District Court,Civil,Eviction,Civil Procedure Code,Evidence,25-03-2012,20-11-2013,Normal,2,5,FALSE,FALSE,JUDGE-17,1.392299379,1,,,0,4039648,FALSE,4948,30,34.5
CASE20250179,KA8203-254881-2014,Hyderabad,District Court,Criminal,Theft,IPC 420,Order Pending,22-07-2013,14-05-2015,Corporation,3,5,FALSE,TRUE,JUDGE-16,0.919818682,10,Bailable,FIR-681/2025,0,,FALSE,4464,43,47.9
CASE20250180,KA5702-383404-2019,Ghaziabad,District Court,Commercial,Intellectual Property,"Companies Act, 2013",Arguments,07-05-2019,04-01-2021,Undertrial,3,2,FALSE,FALSE,JUDGE-7,1.023783949,1,,,0,67040600,TRUE,2349,15,61.09
CASE20250181,KA2701-878898-2024,Thrissur,District Court,Family,Child Custody,Civil Procedure Code,Evidence,01-06-2017,31-01-2019,Senior Citizen,3,1,FALSE,FALSE,JUDGE-12,0.640932752,2,,,0,0,FALSE,3054,19,42.62
CASE20250182,KA3904-396832-2014,Saharanpur,District Court,Civil,Tort Claim,Civil Procedure Code,Evidence,07-05-2015,06-11-2016,Corporation,3,1,FALSE,TRUE,JUDGE-11,0.648393063,7,,,0,2005716,FALSE,3810,71,48.5
CASE20250183,KA9908-730203-2019,Serampore,District Court,Civil,Tort Claim,Civil Procedure Code,Summons,07-10-2023,23-09-2025,Normal,4,1,FALSE,TRUE,JUDGE-19,1.403128866,10,,,0,4776535,FALSE,735,36,25.83
CASE20250184,KA1305-763963-2016,Mumbai,District Court,Civil,Tort Claim,Civil Procedure Code,Evidence,22-03-2016,17-02-2017,Normal,2,3,FALSE,FALSE,JUDGE-7,1.023783949,2,,,0,2103121,FALSE,3490,6,26.7
CASE20250185,KA5703-177494-2016,Mysore,District Court,Family,Maintenance,Civil Procedure Code,Evidence,04-12-2016,07-03-2017,Senior Citizen,1,6,FALSE,TRUE,JUDGE-4,0.735865936,8,,,0,0,FALSE,3233,69,61.14
CASE20250186,KA3904-618194-2024,Hindupur,District Court,Criminal,Cybercrime,POCSO Act,Arguments,22-12-2014,17-10-2016,Normal,2,3,FALSE,FALSE,JUDGE-8,1.203428678,9,Non-Bailable,FIR-367/2025,0,,FALSE,3946,8,41.9
CASE20250187,KA8909-744486-2010,Ahmedabad,District Court,Criminal,Theft,IPC 302,Summons,10-03-2021,23-12-2022,Normal,2,7,FALSE,FALSE,JUDGE-6,0.824435775,10,Bailable,FIR-561/2025,0,,FALSE,1676,47,30.58
CASE20250188,KA2009-718146-2014,Mangalore,High Court,Criminal,Assault,IPC 302,Summons,12-07-2018,11-08-2019,Senior Citizen,5,2,FALSE,TRUE,JUDGE-17,1.392299379,5,Bailable,FIR-746/2025,0,,FALSE,2648,71,55.64
CASE20250189,KA7006-994769-2010,Sasaram,District Court,Criminal,Assault,IPC 302,Summons,06-09-2017,18-01-2019,Undertrial,5,2,FALSE,TRUE,JUDGE-4,0.735865936,6,Non-Bailable,FIR-494/2025,96,,FALSE,2957,17,78.35
CASE20250190,KA5702-854649-2018,Bareilly,District Court,Family,Child Custody,Civil Procedure Code,Evidence,15-07-2011,04-02-2013,Senior Citizen,1,4,TRUE,FALSE,JUDGE-13,1.153669741,3,,,0,0,FALSE,5202,7,43.6
CASE20250191,KA1703-870248-2020,Tirupati,High Court,Family,Maintenance,Civil Procedure Code,Evidence,25-07-2019,31-05-2020,Normal,3,5,FALSE,FALSE,JUDGE-8,1.203428678,10,,,0,0,FALSE,2270,47,34.65
CASE20250192,KA5703-273263-2014,Pallavaram,Magistrate Court,Civil,Land Dispute,Civil Procedure Code,Arguments,07-04-2017,31-01-2019,Corporation,5,5,FALSE,FALSE,JUDGE-20,0.760254494,10,,,0,699707,FALSE,3109,28,34.69
CASE20250193,KA4108-338749-2015,Indore,District Court,Civil,Tort Claim,Civil Procedure Code,Pleadings,03-05-2025,23-10-2026,Normal,5,1,TRUE,FALSE,JUDGE-7,1.023783949,9,,,0,1864559,FALSE,161,66,20.6
CASE20250194,KA7308-651263-2017,Jamshedpur,District Court,Family,Divorce,Civil Procedure Code,Summons,22-03-2018,07-03-2019,Senior Citizen,2,7,FALSE,FALSE,JUDGE-3,1.394636182,2,,,0,0,FALSE,2760,18,40.3
CASE20250195,KA5709-525492-2011,Burhanpur,High Court,Property,Partition Suit,Civil Procedure Code,Evidence,31-07-2017,01-07-2019,Woman/Child,5,3,FALSE,FALSE,JUDGE-7,1.023783949,8,,,0,4116280,FALSE,2994,72,54.51
CASE20250196,KA6309-564635-2023,Junagadh,District Court,Civil,Eviction,Civil Procedure Code,Order Pending,22-06-2013,04-05-2014,Normal,2,1,FALSE,FALSE,JUDGE-15,0.60039864,1,,,0,1667985,FALSE,4494,38,36.9
CASE20250197,KA9102-555246-2011,Varanasi,District Court,Criminal,Theft,IPC 302,Evidence,24-01-2013,28-06-2014,Undertrial,4,6,TRUE,FALSE,JUDGE-5,1.277799327,8,Non-Bailable,FIR-557/2025,70,,FALSE,4643,52,89
CASE20250198,KA5004-802753-2012,Bidhannagar,District Court,Criminal,Cybercrime,NDPS Act,Arguments,30-11-2022,17-06-2024,Woman/Child,3,3,FALSE,FALSE,JUDGE-18,0.982453115,1,Non-Bailable,FIR-443/2025,0,,FALSE,1046,25,40.16
CASE20250199,KA1307-650456-2010,Ghaziabad,High Court,Criminal,Cybercrime,NDPS Act,Evidence,27-11-2022,29-12-2022,Normal,4,5,FALSE,FALSE,JUDGE-17,1.392299379,4,Non-Bailable,FIR-654/2025,0,,FALSE,1049,30,28.18
CASE20250200,KA3709-378064-2019,Jaipur,District Court,Family,Maintenance,Civil Procedure Code,Evidence,02-01-2025,21-07-2025,Undertrial,3,5,TRUE,TRUE,JUDGE-12,0.640932752,10,,,0,0,FALSE,282,26,44.73
CASE20250201,KA7201-994179-2017,Malegaon,District Court,Civil,Land Dispute,Civil Procedure Code,Summons,06-10-2017,27-08-2018,Undertrial,3,2,TRUE,TRUE,JUDGE-19,1.403128866,3,,,0,4527406,FALSE,2927,41,63.85
CASE20250202,KA2906-901922-2020,Dhanbad,District Court,Criminal,Theft,IPC 420,Arguments,17-01-2018,30-08-2018,Normal,4,5,FALSE,FALSE,JUDGE-15,0.60039864,3,Non-Bailable,FIR-861/2025,0,,FALSE,2824,40,42.84
CASE20250203,KA8809-973470-2014,Bhopal,District Court,Family,Maintenance,Civil Procedure Code,Arguments,01-11-2020,03-06-2022,Woman/Child,1,2,FALSE,TRUE,JUDGE-1,0.940730844,9,,,0,0,FALSE,1805,53,51.86
CASE20250204,KA6408-141833-2014,Malda,District Court,Family,Maintenance,Civil Procedure Code,Evidence,12-06-2020,25-02-2021,Normal,1,5,TRUE,FALSE,JUDGE-20,0.760254494,6,,,0,0,FALSE,1947,73,31.34
CASE20250205,KA2608-139393-2020,Darbhanga,District Court,Criminal,Cybercrime,POCSO Act,Arguments,12-09-2019,16-10-2020,Normal,2,7,FALSE,TRUE,JUDGE-15,0.60039864,3,Bailable,FIR-117/2025,0,,FALSE,2221,51,36.71
CASE20250206,KA9005-987283-2018,Thoothukudi,District Court,Commercial,Shareholder Dispute,"Companies Act, 2013",Order Pending,14-05-2022,16-12-2022,Normal,5,6,FALSE,FALSE,JUDGE-17,1.392299379,6,,,0,27947905,TRUE,1246,36,37.23
CASE20250207,KA4201-928165-2011,Korba,District Court,Criminal,Theft,POCSO Act,Pleadings,07-09-2016,02-07-2017,Corporation,2,7,TRUE,TRUE,JUDGE-17,1.392299379,9,Bailable,FIR-560/2025,0,,FALSE,3321,33,42.15
CASE20250208,KA2001-663531-2010,Erode,High Court,Civil,Eviction,Civil Procedure Code,Evidence,23-08-2023,30-09-2024,Undertrial,1,3,FALSE,TRUE,JUDGE-17,1.392299379,6,,,0,760730,FALSE,780,1,38.64
CASE20250209,KA5605-271264-2012,Khora ,District Court,Civil,Contract Breach,Civil Procedure Code,Pleadings,21-03-2012,03-12-2013,Normal,1,4,FALSE,FALSE,JUDGE-7,1.023783949,4,,,0,1234735,FALSE,4952,28,35.4
CASE20250210,KA4307-307249-2010,Meerut,Magistrate Court,Criminal,Fraud,IPC 420,Arguments,26-08-2024,06-06-2026,Normal,5,7,TRUE,TRUE,JUDGE-16,0.919818682,9,Non-Bailable,FIR-679/2025,0,,FALSE,411,23,29.22
CASE20250211,KA6909-301498-2021,Chennai,District Court,Criminal,Fraud,NDPS Act,Order Pending,14-04-2023,19-03-2025,Normal,4,2,FALSE,FALSE,JUDGE-7,1.023783949,7,Bailable,FIR-241/2025,0,,FALSE,911,19,15.44
CASE20250212,KA9501-737448-2023,Asansol,District Court,Criminal,Theft,NDPS Act,Pleadings,21-06-2015,11-06-2017,Normal,4,6,FALSE,TRUE,JUDGE-11,0.648393063,1,Non-Bailable,FIR-499/2025,0,,FALSE,3765,50,55.5
CASE20250213,KA9703-483419-2024,Vijayanagaram,District Court,Civil,Eviction,Civil Procedure Code,Evidence,04-04-2011,18-12-2012,Normal,2,4,FALSE,FALSE,JUDGE-13,1.153669741,1,,,0,4162621,FALSE,5304,64,40.5
CASE20250214,KA9903-860439-2024,Mangalore,High Court,Criminal,Fraud,POCSO Act,Order Pending,21-09-2016,19-09-2017,Undertrial,1,6,FALSE,FALSE,JUDGE-15,0.60039864,2,Bailable,FIR-63/2025,77,,FALSE,3307,41,70.95
